WKT;rasterval
LINESTRING (16.4446 48.245,16.4448 48.2449);Wegmayrgasse
LINESTRING (16.4446 48.1637,16.4467 48.1634,16.449 48.1635,16.4513 48.164,16.454 48.1649,16.4606 48.1662);Gröretgasse
LINESTRING (16.4446 48.2564,16.4455 48.2561);Jüptnergasse
LINESTRING (16.4559 48.1894,16.455 48.1904,16.4446 48.1974);Hafenzufahrtsstraße
LINESTRING (16.4451 48.2143,16.4447 48.2146);Mühlwasserstraße
LINESTRING (16.4447 48.2146,16.4448 48.2147);Kaisermühlenstraße
LINESTRING (16.4449 48.2787,16.4447 48.2767);Trisannagasse
LINESTRING (16.4447 48.2767,16.4473 48.2773);Thayagasse
LINESTRING (16.4448 48.2617,16.4465 48.2617);Oskar-Grissemann-Straße
LINESTRING (16.4467 48.2618,16.445 48.2619,16.4448 48.2617);Oskar-Grissemann-Straße
LINESTRING (16.4448 48.2147,16.4455 48.2152);Kaisermühlenstraßenbrücke
LINESTRING (16.447 48.2441,16.4457 48.2443,16.4448 48.2449);Wegmayrgasse
LINESTRING (16.4456 48.2848,16.4448 48.281);Wacholderweg
LINESTRING (16.4469 48.2344,16.4449 48.2342);Gumplowiczstraße
LINESTRING (16.4465 48.2178,16.4465 48.2177,16.4449 48.2177);Raabweg
LINESTRING (16.4449 48.2787,16.4452 48.2811);Trisannagasse
LINESTRING (16.4449 48.2787,16.4475 48.2792);Lafnitzgasse
LINESTRING (16.4449 48.2319,16.445 48.2305);Powolnygasse
LINESTRING (16.4463 48.2318,16.4449 48.2319);Lessiakgasse
LINESTRING (16.4451 48.2127,16.4449 48.2126);Südosttangente
LINESTRING (16.4459 48.2437,16.4449 48.2424);Stefan-Koblinger-Gasse
LINESTRING (16.4475 48.2363,16.4449 48.2367);Demeliusgasse
LINESTRING (16.445 48.2305,16.4458 48.2306,16.4461 48.2308);Viktor-Kaplan-Straße
LINESTRING (16.4459 48.2493,16.445 48.2484);Eugen-Bormann-Gasse
LINESTRING (16.4482 48.288,16.4451 48.287);Gerasdorfer Straße
LINESTRING (16.4457 48.2529,16.4451 48.253);Aladar-Pecht-Gasse
LINESTRING (16.446 48.2134,16.4451 48.2127);Südosttangente
LINESTRING (16.4466 48.2139,16.4451 48.2143);Mühlwasserstraße
LINESTRING (16.4451 48.1727,16.4484 48.1743);9. Haidequerstraße
LINESTRING (16.4452 48.2126,16.4461 48.2133);Südosttangente
LINESTRING (16.4452 48.2266,16.4452 48.2263);Lexergasse
LINESTRING (16.4456 48.2701,16.4452 48.271);Pastorstraße
LINESTRING (16.4493 48.2486,16.4452 48.2496);Kagraner Platz
LINESTRING (16.4452 48.2266,16.4478 48.2255);Wartenslebengasse
LINESTRING (16.4454 48.2274,16.4452 48.2266);Lexergasse
LINESTRING (16.4452 48.1601,16.4473 48.1597);Otmar-Brix-Gasse
LINESTRING (16.4453 48.252,16.4471 48.2518);Rolandgasse
LINESTRING (16.4453 48.2629,16.447 48.2624);Leopoldauer Platz
LINESTRING (16.4453 48.2423,16.4456 48.2422);Füsterweg
LINESTRING (16.4453 48.2171,16.4467 48.2172);Lachsweg
LINESTRING (16.4468 48.2311,16.4456 48.2289,16.4453 48.2275);Rabenlechnerweg
LINESTRING (16.4453 48.2329,16.4459 48.2327);Erzherzog-Karl-Straße
LINESTRING (16.4454 48.2495,16.4459 48.2493);Kagraner Platz
LINESTRING (16.4455 48.1958,16.448 48.194,16.4485 48.194,16.4492 48.1944);Dammhaufengasse
LINESTRING (16.4458 48.184,16.4454 48.184);Ostautobahn
LINESTRING (16.447 48.2434,16.4455 48.2404);Straßmeyergasse
LINESTRING (16.4455 48.2152,16.4462 48.2161,16.4469 48.2178);Kaisermühlenstraße
LINESTRING (16.4466 48.2558,16.4455 48.2561);Jüptnergasse
LINESTRING (16.4461 48.2569,16.4455 48.2561);Brabbéegasse
LINESTRING (16.4456 48.2848,16.4462 48.2874);Wacholderweg
LINESTRING (16.4456 48.2701,16.4475 48.2671);Pastorstraße
LINESTRING (16.4466 48.2211,16.4456 48.2181);Gotramgasse
LINESTRING (16.4456 48.2422,16.4462 48.2421);Füsterweg
LINESTRING (16.4456 48.2167,16.4462 48.2167,16.4465 48.2177);Hechtweg
LINESTRING (16.4473 48.2067,16.4456 48.2078);Donauuferautobahn
LINESTRING (16.4457 48.2607,16.4482 48.26);Lössweg
LINESTRING (16.4463 48.2617,16.4457 48.2607);Tegelweg
LINESTRING (16.4457 48.241,16.447 48.2408);Wollekweg
LINESTRING (16.4457 48.2351,16.4473 48.2394);Schachnerstraße
LINESTRING (16.4504 48.1816,16.4495 48.1826,16.4485 48.1832,16.4473 48.1837,16.4458 48.184);Ostautobahn
LINESTRING (16.4474 48.2289,16.4458 48.2292);Rabenlechnerweg
LINESTRING (16.4459 48.1817,16.4489 48.1808,16.4509 48.18,16.4521 48.1792,16.4531 48.178);Ostautobahn
LINESTRING (16.4459 48.2493,16.4484 48.2485,16.4492 48.2484);Kagraner Platz
LINESTRING (16.4459 48.2761,16.4461 48.2755);Kürschnergasse
LINESTRING (16.4542 48.2774,16.4541 48.2776,16.4539 48.2776,16.4484 48.2764,16.4478 48.2765,16.4459 48.2761);Schererstraße
LINESTRING (16.4467 48.2847,16.4459 48.2812);Zukunftsweg
LINESTRING (16.4459 48.2327,16.4465 48.2325);Erzherzog-Karl-Straße
LINESTRING (16.4462 48.279,16.446 48.277);Rosannagasse
LINESTRING (16.446 48.2074,16.4472 48.2066);Donauuferautobahn
LINESTRING (16.4465 48.2325,16.4461 48.2308);Viktor-Kaplan-Straße
LINESTRING (16.4461 48.2569,16.4469 48.258);Brabbéegasse
LINESTRING (16.4461 48.2755,16.4467 48.2741);Kürschnergasse
LINESTRING (16.4462 48.2537,16.4462 48.2538);Eipeldauer Straße
LINESTRING (16.449 48.2314,16.4489 48.2312,16.4476 48.231,16.4462 48.2312);Tietzestraße
LINESTRING (16.4462 48.279,16.4465 48.2813);Rosannagasse
LINESTRING (16.4462 48.2537,16.4472 48.2535);Goldemundweg
LINESTRING (16.4463 48.1961,16.4478 48.1951);Hafenzufahrtsstraße
LINESTRING (16.4465 48.2766,16.4463 48.277);Leopoldauer Tunnel
LINESTRING (16.4463 48.2465,16.4466 48.2468,16.4469 48.2467,16.4466 48.2464);Brodschekhof
LINESTRING (16.4473 48.1956,16.4464 48.1951);Dammhaufengasse
LINESTRING (16.4465 48.2434,16.4476 48.2433);Mergenthalerplatz
LINESTRING (16.4465 48.2425,16.4499 48.2417);Marangasse
LINESTRING (16.4465 48.2325,16.449 48.2314);Erzherzog-Karl-Straße
LINESTRING (16.4465 48.2325,16.4465 48.2325);Viktor-Kaplan-Straße
LINESTRING (16.4483 48.2817,16.4465 48.2813);Lavantgasse
LINESTRING (16.4465 48.2326,16.4465 48.2325);Viktor-Kaplan-Straße
LINESTRING (16.4465 48.2617,16.4467 48.2618);Oskar-Grissemann-Straße
LINESTRING (16.4466 48.2326,16.4465 48.2326);Viktor-Kaplan-Straße
LINESTRING (16.447 48.2324,16.4466 48.2326);Erzherzog-Karl-Straße
LINESTRING (16.4466 48.2326,16.4471 48.2348);Siebenbürgerstraße
LINESTRING (16.4498 48.2134,16.4488 48.2138,16.4478 48.2136,16.4466 48.2139);Mühlwasserstraße
LINESTRING (16.4467 48.2434,16.4476 48.2454);Kraygasse
LINESTRING (16.4467 48.2847,16.4474 48.2878);Zukunftsweg
LINESTRING (16.4489 48.2845,16.4467 48.2848);Achengasse
LINESTRING (16.4479 48.2714,16.4467 48.2741);Kürschnergasse
LINESTRING (16.4467 48.2741,16.4523 48.275);Oswald-Redlich-Straße
LINESTRING (16.4474 48.2423,16.4467 48.2408);Knappweg
LINESTRING (16.4471 48.2518,16.4467 48.2506);Lorenz-Kellner-Gasse
LINESTRING (16.4468 48.2632,16.4469 48.2652,16.4479 48.2663);Else-Feldmann-Gasse
LINESTRING (16.4484 48.2335,16.4468 48.2338);Castagnagasse
LINESTRING (16.4469 48.2178,16.4481 48.2178);Kaisermühlenstraße
LINESTRING (16.4482 48.26,16.4469 48.258);Brabbéegasse
LINESTRING (16.4471 48.262,16.447 48.2624);Sebaldgasse
LINESTRING (16.447 48.2624,16.4486 48.2621);Aderklaaer Straße
LINESTRING (16.4481 48.2663,16.4477 48.2641,16.447 48.2624);Kürschnergasse
LINESTRING (16.447 48.2624,16.4479 48.2642,16.4482 48.2663);Kürschnergasse
LINESTRING (16.447 48.2408,16.4492 48.2404);Wollekweg
LINESTRING (16.4475 48.2322,16.447 48.2324);Erzherzog-Karl-Straße
LINESTRING (16.4471 48.2348,16.4481 48.238,16.4503 48.2425);Siebenbürgerstraße
LINESTRING (16.4495 48.2411,16.4471 48.2416);Speidelweg
LINESTRING (16.4494 48.2598,16.4471 48.262);Sebaldgasse
LINESTRING (16.4471 48.2518,16.4477 48.2517);Rolandgasse
LINESTRING (16.4472 48.2278,16.4473 48.2288,16.4496 48.2312);Polgarstraße
LINESTRING (16.4472 48.2815,16.4479 48.2847);Fallmerayerweg
LINESTRING (16.4472 48.2535,16.448 48.2533);Goldemundweg
LINESTRING (16.4472 48.2275,16.4472 48.2278);Polgarstraße
LINESTRING (16.4472 48.2066,16.4481 48.2061);Raffineriestraße
LINESTRING (16.4473 48.2067,16.4472 48.2066);Am Kaisermühlendamm
LINESTRING (16.451 48.2274,16.4503 48.2276,16.4472 48.2275);Lange Allee
LINESTRING (16.4539 48.1587,16.4514 48.159,16.4473 48.1597);Meidlgasse
LINESTRING (16.4473 48.1597,16.4479 48.161);Nemethgasse
LINESTRING (16.4475 48.2792,16.4473 48.2773);Möllplatz
LINESTRING (16.4473 48.2773,16.4487 48.2776);Thayagasse
LINESTRING (16.4473 48.2764,16.4482 48.2744);Castlegasse
LINESTRING (16.4481 48.2062,16.4473 48.2067);Raffineriestraße
LINESTRING (16.4474 48.225,16.4487 48.2262,16.451 48.2274);Smolagasse
LINESTRING (16.4484 48.2311,16.4474 48.2292);Tietzestraße
LINESTRING (16.4475 48.2792,16.4479 48.2817);Kainachgasse
LINESTRING (16.4496 48.2797,16.4475 48.2792);Lafnitzgasse
LINESTRING (16.4475 48.2671,16.4482 48.2671);St.-Michael-Gasse
LINESTRING (16.4498 48.2313,16.4475 48.2322);Erzherzog-Karl-Straße
LINESTRING (16.4476 48.2433,16.4503 48.2425);Steigenteschgasse
LINESTRING (16.4476 48.2433,16.4485 48.2446,16.4508 48.2439);Riemenschneidergasse
LINESTRING (16.4476 48.2454,16.4479 48.2455);Polletstraße
LINESTRING (16.4477 48.2517,16.4485 48.2516);Rolandgasse
LINESTRING (16.4478 48.237,16.4502 48.2366);Welzenbachergasse
LINESTRING (16.4478 48.2505,16.449 48.2526,16.4486 48.2531,16.448 48.2533);Haberergasse
LINESTRING (16.4513 48.2644,16.4478 48.2647);Baldassgasse
LINESTRING (16.448 48.2703,16.4479 48.2714);Kürschnergasse
LINESTRING (16.4479 48.2714,16.4497 48.2716,16.4516 48.2715);Gitlbauergasse
LINESTRING (16.4479 48.2321,16.4484 48.2335);Castagnagasse
LINESTRING (16.4487 48.2879,16.4479 48.2847);Fallmerayerweg
LINESTRING (16.45 48.245,16.4479 48.2455);Polletstraße
LINESTRING (16.4479 48.2455,16.4487 48.2472);Kraygasse
LINESTRING (16.4479 48.2702,16.4498 48.2703);Dopschstraße
LINESTRING (16.4479 48.161,16.4575 48.1603);Kaiser-Ebersdorfer Straße
LINESTRING (16.449 48.2573,16.448 48.2577);Rennbahnweg
LINESTRING (16.448 48.2577,16.4494 48.2598);Panethgasse
LINESTRING (16.448 48.2703,16.4481 48.27);Kürschnergasse
LINESTRING (16.4481 48.27,16.4482 48.2684);Kürschnergasse
LINESTRING (16.4483 48.2664,16.4484 48.2678,16.4481 48.27);Kürschnergasse
LINESTRING (16.4484 48.2059,16.4481 48.2062);Raffineriestraße
LINESTRING (16.4481 48.2061,16.449 48.2055);Raffineriestraße
LINESTRING (16.4481 48.2178,16.4485 48.2179);Kaisermühlenstraße
LINESTRING (16.4481 48.2663,16.4481 48.2664);Kürschnergasse
LINESTRING (16.4482 48.2764,16.4481 48.2763,16.449 48.2745);Höbarthgasse
LINESTRING (16.4482 48.2684,16.4481 48.2664);Kürschnergasse
LINESTRING (16.4482 48.26,16.4486 48.2606);Brabbéegasse
LINESTRING (16.4482 48.2684,16.4512 48.2685);Wassermanngasse
LINESTRING (16.4482 48.2671,16.4498 48.2673);Lhotskyweg
LINESTRING (16.4482 48.2663,16.4483 48.2664);Kürschnergasse
LINESTRING (16.4483 48.2817,16.4489 48.2845);Kainachgasse
LINESTRING (16.4499 48.2821,16.4483 48.2817);Lavantgasse
LINESTRING (16.4489 48.243,16.4483 48.2421);Löblweg
LINESTRING (16.4486 48.1386,16.4491 48.1392,16.4499 48.1397);Klosterneuburger Bundesstraße
LINESTRING (16.449 48.2055,16.4484 48.2059);Raffineriestraße
LINESTRING (16.4484 48.2431,16.45 48.245);Afritschgasse
LINESTRING (16.4485 48.2179,16.4489 48.2187);Kaisermühlenstraße
LINESTRING (16.4485 48.288,16.4497 48.2875);Illgasse
LINESTRING (16.4515 48.2275,16.4511 48.2267,16.4493 48.2249,16.4485 48.2238);Südosttangente
LINESTRING (16.4508 48.2759,16.4486 48.2753);Heinrich-Mitteis-Gasse
LINESTRING (16.4486 48.2621,16.4489 48.2619,16.4515 48.2609);Martin-Gaunersdorfer-Gasse
LINESTRING (16.4507 48.2624,16.4486 48.2621);Aderklaaer Straße
LINESTRING (16.4487 48.2776,16.4492 48.2777);Thayagasse
LINESTRING (16.4487 48.2141,16.4487 48.2139);Stadlauer Hafenbrücke
LINESTRING (16.4487 48.2472,16.4493 48.2486);Kraygasse
LINESTRING (16.4487 48.2153,16.4506 48.2154,16.4547 48.2149,16.4564 48.2146);Mühlgrundweg
LINESTRING (16.454 48.1921,16.4528 48.1923,16.4487 48.1951);Lindmayerstraße
LINESTRING (16.4487 48.2238,16.4495 48.2249,16.4509 48.2261);Südosttangente
LINESTRING (16.4488 48.2395,16.4525 48.2388,16.4539 48.2383);Kagraner Anger
LINESTRING (16.4492 48.2673,16.4489 48.2703);Uhlirzgasse
LINESTRING (16.4503 48.2184,16.4489 48.2187);Fahngasse
LINESTRING (16.4489 48.2187,16.4492 48.2194);Kaisermühlenstraße
LINESTRING (16.4489 48.2845,16.4497 48.2875);Kainachgasse
LINESTRING (16.449 48.2314,16.4496 48.2312);Erzherzog-Karl-Straße
LINESTRING (16.4494 48.1779,16.449 48.1775);Bleibtreustraße
LINESTRING (16.449 48.2573,16.4492 48.2572);Rennbahnweg
LINESTRING (16.4501 48.2589,16.449 48.2573);Wagramer Straße
LINESTRING (16.4503 48.2433,16.449 48.2438);Melnitzkygasse
LINESTRING (16.4501 48.2393,16.449 48.2368);Strakaweg
LINESTRING (16.4572 48.2,16.449 48.2055);Raffineriestraße
LINESTRING (16.4491 48.1697,16.4494 48.1693,16.4513 48.1685,16.4528 48.1682,16.4538 48.1677,16.4557 48.1671);Haindlgasse
LINESTRING (16.4496 48.2461,16.4491 48.2452);Rosenhof
LINESTRING (16.4492 48.2556,16.4501 48.257);Franz-Eduard-Matras-Gasse
LINESTRING (16.4492 48.2572,16.45 48.257);Rennbahnweg
LINESTRING (16.4492 48.2572,16.4502 48.2588);Wagramer Straße
LINESTRING (16.4492 48.2194,16.4492 48.2195);Kaisermühlenstraße
LINESTRING (16.4492 48.2777,16.4496 48.2797);Möllplatz
LINESTRING (16.4492 48.2777,16.4515 48.2782);Thayagasse
LINESTRING (16.4492 48.2195,16.4494 48.2199);Kaisermühlenstraße
LINESTRING (16.4492 48.2484,16.4496 48.2484);Kagraner Platz
LINESTRING (16.4493 48.2486,16.4493 48.2486);Kraygasse
LINESTRING (16.4512 48.2486,16.4493 48.2486);Kagraner Platz
LINESTRING (16.4524 48.2398,16.451 48.2404,16.4494 48.2408);Stundlgasse
LINESTRING (16.4494 48.2199,16.4495 48.22);Kaisermühlenstraße
LINESTRING (16.4494 48.1526,16.454 48.1513,16.4594 48.1492);Simmeringer Hauptstraße
LINESTRING (16.4494 48.1526,16.4522 48.157,16.4537 48.1582,16.4539 48.1587);Thürnlhofstraße
LINESTRING (16.45 48.2593,16.4494 48.2598);Sebaldgasse
LINESTRING (16.4494 48.2598,16.45 48.2606);Panethgasse
LINESTRING (16.4496 48.2461,16.4498 48.2464,16.4496 48.2464,16.4496 48.2461);Rosenhof
LINESTRING (16.4513 48.2083,16.4505 48.2079,16.4495 48.2054);Goldnesselweg
LINESTRING (16.4495 48.22,16.4499 48.2207,16.4501 48.2217);Kaisermühlenstraße
LINESTRING (16.4496 48.2797,16.4499 48.2821);Aistgasse
LINESTRING (16.4496 48.2797,16.4563 48.2812);Lafnitzgasse
LINESTRING (16.4496 48.2484,16.4511 48.2483);Kagraner Platz
LINESTRING (16.4496 48.2312,16.4503 48.2308);Erzherzog-Karl-Straße
LINESTRING (16.4496 48.2312,16.4498 48.2313);Polgarstraße
LINESTRING (16.4497 48.2875,16.4496 48.2875);Girardiweg
LINESTRING (16.4498 48.2703,16.4497 48.2716);Alpiltoweweg
LINESTRING (16.4499 48.2747,16.4497 48.2716);Herchenhahngasse
LINESTRING (16.4497 48.2875,16.4505 48.2871);Illgasse
LINESTRING (16.4511 48.2869,16.4512 48.2868);Illgasse
LINESTRING (16.4499 48.2671,16.4498 48.2703,16.4514 48.2702);Bubergasse
LINESTRING (16.4521 48.2131,16.4498 48.2134);Mühlwasserstraße
LINESTRING (16.4505 48.231,16.4498 48.2313);Erzherzog-Karl-Straße
LINESTRING (16.4506 48.232,16.4498 48.2313);Polgarstraße
LINESTRING (16.45 48.2358,16.4498 48.2338,16.4506 48.232);Rugierstraße
LINESTRING (16.4498 48.2346,16.4518 48.2337);Franz-Pixner-Weg
LINESTRING (16.4499 48.2671,16.4548 48.2667,16.4556 48.2665);Lhotskygasse
LINESTRING (16.4499 48.2426,16.4507 48.2438);Siebenbürgerstraße
LINESTRING (16.4505 48.2823,16.4499 48.2821);Lavantgasse
LINESTRING (16.45 48.245,16.4513 48.2447);Polletstraße
LINESTRING (16.4513 48.2468,16.45 48.245);Afritschgasse
LINESTRING (16.45 48.257,16.4592 48.2541);Rennbahnweg
LINESTRING (16.4524 48.2606,16.45 48.257);Austerlitzgasse
LINESTRING (16.4505 48.2595,16.45 48.2593);Sebaldgasse
LINESTRING (16.45 48.2358,16.4523 48.2347);Voigtländergasse
LINESTRING (16.4518 48.239,16.4502 48.2366,16.45 48.2358);Rugierstraße
LINESTRING (16.4517 48.2203,16.451 48.2201,16.4501 48.2184);Sekowitschweg
LINESTRING (16.4501 48.2217,16.4518 48.2212);Wiedgasse
LINESTRING (16.4508 48.2235,16.4501 48.2217);Stadlauer Straße
LINESTRING (16.4515 48.2609,16.4501 48.2589);Wagramer Straße
LINESTRING (16.4502 48.2423,16.4521 48.2419);Steigenteschgasse
LINESTRING (16.4505 48.2405,16.4502 48.24);Larwingasse
LINESTRING (16.4528 48.2539,16.4502 48.2548,16.4509 48.2558,16.4506 48.2558,16.4512 48.2566);Ferdinand-Stransky-Weg
LINESTRING (16.4508 48.1939,16.4502 48.1935);Grünhaufenbrücke
LINESTRING (16.4502 48.2873,16.4502 48.2873);Grillparzerweg
LINESTRING (16.4502 48.2588,16.4532 48.2626);Wagramer Straße
LINESTRING (16.4502 48.2225,16.4525 48.222,16.4538 48.2212);Stralehnergasse
LINESTRING (16.4503 48.2308,16.4521 48.2298,16.4522 48.2292);Smolagasse
LINESTRING (16.4503 48.2425,16.4525 48.246);Siebenbürgerstraße
LINESTRING (16.4524 48.219,16.4503 48.2184);Fahngasse
LINESTRING (16.4503 48.2308,16.4508 48.2306);Erzherzog-Karl-Straße
LINESTRING (16.4518 48.1537,16.4504 48.154);Roschègasse
LINESTRING (16.4508 48.2748,16.4508 48.2759,16.4504 48.2769);Oberhummergasse
LINESTRING (16.452 48.1798,16.4504 48.1816);Schrägseilbrücke
LINESTRING (16.4516 48.2866,16.4505 48.2823);Aistgasse
LINESTRING (16.4569 48.2834,16.4556 48.2834,16.4505 48.2823);Lavantgasse
LINESTRING (16.4514 48.2305,16.4505 48.231);Erzherzog-Karl-Straße
LINESTRING (16.452 48.2435,16.4505 48.2405);Larwingasse
LINESTRING (16.4547 48.2397,16.4515 48.233,16.4506 48.232);Polgarstraße
LINESTRING (16.4506 48.2133,16.4513 48.2083);Franz-Pletersky-Weg
LINESTRING (16.4506 48.2124,16.4523 48.2124);Distelweg
LINESTRING (16.452 48.2435,16.4507 48.2438);Riemenschneidergasse
LINESTRING (16.4513 48.2447,16.4507 48.2438);Siebenbürgerstraße
LINESTRING (16.4525 48.2627,16.4507 48.2624);Aderklaaer Straße
LINESTRING (16.4507 48.2624,16.4513 48.2626,16.4513 48.2644);Holzmanngasse
LINESTRING (16.4576 48.1413,16.4561 48.141,16.4526 48.1407,16.4513 48.1401,16.4507 48.1401);Ailecgasse
LINESTRING (16.4507 48.256,16.451 48.2559,16.4509 48.2558);Ferdinand-Stransky-Weg
LINESTRING (16.4508 48.2306,16.4523 48.2299);Erzherzog-Karl-Straße
LINESTRING (16.4508 48.2235,16.453 48.2226);Gemeindeaugasse
LINESTRING (16.4517 48.2247,16.4508 48.2235);Am Bahnhof
LINESTRING (16.4518 48.2058,16.4508 48.2063);Zieselweg
LINESTRING (16.4508 48.2556,16.4532 48.2549);Theodor-Kramer-Straße
LINESTRING (16.4508 48.2781,16.4516 48.2825);Triestinggasse
LINESTRING (16.4509 48.2261,16.4517 48.2274);Südosttangente
LINESTRING (16.4522 48.157,16.4509 48.1573);Schaludekgasse
LINESTRING (16.4509 48.2106,16.4517 48.2107);Weidenweg
LINESTRING (16.4517 48.2231,16.4509 48.2215);Brausewettergasse
LINESTRING (16.4515 48.1603,16.451 48.159);Luzegasse
LINESTRING (16.451 48.2274,16.451 48.2274);Smolagasse
LINESTRING (16.451 48.2824,16.4521 48.2864);Rabnitzweg
LINESTRING (16.451 48.2584,16.456 48.2569);Falcogasse
LINESTRING (16.4522 48.2292,16.4516 48.2278,16.451 48.2274);Smolagasse
LINESTRING (16.4511 48.2483,16.452 48.2482);Kagraner Platz
LINESTRING (16.4514 48.2402,16.4511 48.2398);Stundlgasse
LINESTRING (16.4511 48.2234,16.452 48.2245);Am Bahnhof
LINESTRING (16.4522 48.2485,16.4512 48.2486);Kagraner Platz
LINESTRING (16.4512 48.2868,16.4512 48.2868);Andreas-Hofer-Weg
LINESTRING (16.4512 48.209,16.4526 48.2094,16.4526 48.21);Nußbaumweg
LINESTRING (16.4512 48.1802,16.4524 48.1799);Simmeringer Lände
LINESTRING (16.4512 48.2685,16.4565 48.2681);Wassermanngasse
LINESTRING (16.4516 48.2715,16.4512 48.2685);Herzmanovsky-Orlando-Gasse
LINESTRING (16.4513 48.2447,16.4515 48.2447);Polletstraße
LINESTRING (16.4513 48.2083,16.4551 48.2093);Krokusweg
LINESTRING (16.4513 48.2468,16.4514 48.2473,16.4516 48.2475);Afritschgasse
LINESTRING (16.4524 48.23,16.4514 48.2305);Erzherzog-Karl-Straße
LINESTRING (16.4515 48.2248,16.4518 48.2247);Schickgasse
LINESTRING (16.4515 48.2704,16.4531 48.2703);Haberditzlgasse
LINESTRING (16.4515 48.2609,16.4517 48.2608);Martin-Gaunersdorfer-Gasse
LINESTRING (16.453 48.2627,16.4515 48.2609);Wagramer Straße
LINESTRING (16.4515 48.2782,16.4519 48.2784);Thayagasse
LINESTRING (16.4524 48.2152,16.4524 48.2162,16.4529 48.2176,16.4521 48.2198,16.4515 48.2206,16.4518 48.2212);Mühlgrundgasse
LINESTRING (16.4526 48.2298,16.4515 48.2275);Südosttangente
LINESTRING (16.4517 48.1607,16.4515 48.1603);Luzegasse
LINESTRING (16.4515 48.2711,16.4532 48.271);Don-Bosco-Weg
LINESTRING (16.4588 48.2416,16.4533 48.2454,16.4519 48.2466,16.4516 48.2475);Hirschstettner Straße
LINESTRING (16.4516 48.2475,16.452 48.2482);Zillingergasse
LINESTRING (16.4534 48.2179,16.4536 48.218,16.453 48.2201,16.4532 48.2206,16.4531 48.2208,16.4516 48.2205);Zieritzgasse
LINESTRING (16.4516 48.2715,16.4523 48.275);Herzmanovsky-Orlando-Gasse
LINESTRING (16.4516 48.2825,16.452 48.2842);Triestinggasse
LINESTRING (16.4521 48.2864,16.4541 48.2853,16.4571 48.2839);Illgasse
LINESTRING (16.4516 48.1561,16.4566 48.1538);Widholzgasse
LINESTRING (16.4517 48.2608,16.4524 48.2606);Lieblgasse
LINESTRING (16.4517 48.2076,16.452 48.2072);Otterweg
LINESTRING (16.4517 48.2274,16.4537 48.2321);Südosttangente
LINESTRING (16.4517 48.2247,16.4541 48.2235,16.4574 48.2212);Schickgasse
LINESTRING (16.4529 48.2257,16.4525 48.2255,16.4517 48.2247);Stadlauer Straße
LINESTRING (16.4517 48.2124,16.4517 48.21);Ahornweg
LINESTRING (16.4517 48.21,16.4555 48.2104);Kamillenweg
LINESTRING (16.4518 48.2212,16.4547 48.2245);Konstanziagasse
LINESTRING (16.4542 48.1531,16.4518 48.1537);Roschègasse
LINESTRING (16.4518 48.1537,16.4528 48.1556);Trepulkagasse
LINESTRING (16.4518 48.265,16.4523 48.2658);Holzmannweg
LINESTRING (16.4518 48.239,16.4524 48.2398,16.4563 48.2433);Pogrelzstraße
LINESTRING (16.4526 48.2055,16.4518 48.2058);Zieselweg
LINESTRING (16.4519 48.2784,16.4523 48.2785);Thayagasse
LINESTRING (16.452 48.2263,16.452 48.2267,16.4531 48.2287);Vernholzgasse
LINESTRING (16.4535 48.273,16.452 48.2731);Kaftangasse
LINESTRING (16.452 48.2482,16.4521 48.2483);Zillingergasse
LINESTRING (16.452 48.2842,16.4533 48.284,16.4556 48.2834);Achengasse
LINESTRING (16.4526 48.2861,16.452 48.2842);Triestinggasse
LINESTRING (16.452 48.2072,16.4534 48.2065);Otterweg
LINESTRING (16.452 48.2684,16.4535 48.2775);Rieglgasse
LINESTRING (16.4529 48.2257,16.452 48.2263);Langobardenstraße
LINESTRING (16.452 48.2435,16.453 48.2449);Larwingasse
LINESTRING (16.4532 48.1782,16.452 48.1798);Ostautobahn
LINESTRING (16.456 48.2126,16.4521 48.2131);Mühlwasserstraße
LINESTRING (16.4521 48.2483,16.4522 48.2485);Hirschstettner Straße
LINESTRING (16.4541 48.2477,16.4521 48.2483);Forstnergasse
LINESTRING (16.4521 48.2435,16.4528 48.2433);Riemenschneidergasse
LINESTRING (16.4521 48.2419,16.4525 48.2428,16.4535 48.2446);Trude-Krakauer-Weg
LINESTRING (16.453 48.2528,16.4522 48.253);Bertha-von-Suttner-Gasse
LINESTRING (16.4528 48.2539,16.4522 48.253);Theodor-Kramer-Straße
LINESTRING (16.4522 48.2485,16.4522 48.2486);Hirschstettner Straße
LINESTRING (16.4522 48.2064,16.453 48.206);Wieselweg
LINESTRING (16.4522 48.2486,16.4528 48.2491);Breitenleer Straße
LINESTRING (16.4523 48.2299,16.4538 48.2293);Unterführung Erzherzog-Karl-Straße
LINESTRING (16.4543 48.2347,16.4523 48.2346);Skrabalgasse
LINESTRING (16.4523 48.2785,16.453 48.2829);Pulkaugasse
LINESTRING (16.4523 48.2785,16.456 48.2793);Thayagasse
LINESTRING (16.4523 48.275,16.4527 48.2774);Puschmanngasse
LINESTRING (16.4523 48.275,16.4531 48.2751);Oswald-Redlich-Straße
LINESTRING (16.453 48.2655,16.4525 48.2647,16.4523 48.2647);Sandauergasse
LINESTRING (16.4523 48.2499,16.4561 48.2551);Sileneweg
LINESTRING (16.4524 48.2606,16.4585 48.2587);Lieblgasse
LINESTRING (16.4524 48.2659,16.4525 48.2668);Adolf-Loos-Weg
